"id","project","task","created_date","finished_date","cycle_time_days"
"P1-T2687",1,2687,2017-03-18,2017-03-17,-1
"P1-T2688",1,2688,2017-01-07,2017-01-21,14
"P1-T1359",1,1359,2016-03-05,2016-03-10,5
"P1-T2690",1,2690,2016-12-12,2017-01-01,20
"P1-T1360",1,1360,2016-03-07,2016-03-12,5
"P1-T2691",1,2691,2016-12-12,2016-12-15,3
"P1-T1361",1,1361,2016-03-13,2016-04-02,20
"P1-T1362",1,1362,2016-03-13,2016-03-15,2
"P1-T1363",1,1363,2016-03-21,2016-03-30,9
"P1-T1365",1,1365,2016-03-13,2016-03-20,7
"P1-T1366",1,1366,2016-03-14,2016-03-18,4
"P1-T799",1,799,2016-04-04,2016-04-03,-1
"P1-T798",1,798,2016-04-04,2016-04-03,-1
"P1-T793",1,793,2015-10-25,2015-10-31,6
"P1-T795",1,795,2015-10-24,2015-10-29,5
"P1-T797",1,797,2015-10-29,2015-10-31,2
"P1-T796",1,796,2015-10-29,2015-11-01,3
"P1-T3908",1,3908,2017-07-26,2017-08-07,12
"P1-T3923",1,3923,2017-07-24,2017-07-23,-1
"P1-T2600",1,2600,2016-12-22,2016-12-23,1
"P1-T3934",1,3934,2017-08-02,2017-08-03,1
"P1-T3933",1,3933,2017-07-25,2017-07-26,1
"P1-T3936",1,3936,2017-08-16,2017-08-24,8
"P1-T3935",1,3935,2017-08-08,2017-08-09,1
"P1-T3938",1,3938,2017-07-26,2017-07-27,1
"P1-T3937",1,3937,2017-08-18,2017-08-22,4
"P1-T3941",1,3941,2017-08-23,2017-09-13,21
"P1-T2610",1,2610,2017-01-20,2017-01-19,-1
"P1-T3940",1,3940,2017-07-26,2017-07-27,1
"P1-T3942",1,3942,2017-09-27,2017-09-26,-1
"P1-T2613",1,2613,2017-01-13,2017-02-16,34
"P1-T3945",1,3945,2017-09-27,2017-09-26,-1
"P1-T3944",1,3944,2017-07-27,2017-08-02,6
"P1-T3949",1,3949,2017-07-27,2017-07-28,1
"P1-T3948",1,3948,2017-09-01,2017-08-31,-1
"P1-T3950",1,3950,2017-09-27,2017-09-26,-1
"P1-T3952",1,3952,2017-07-27,2017-07-28,1
"P1-T3951",1,3951,2017-08-14,2017-08-18,4
"P1-T3954",1,3954,2017-07-28,2017-08-03,6
"P1-T3953",1,3953,2017-07-28,2017-07-27,-1
"P1-T3956",1,3956,2017-08-05,2017-08-13,8
"P1-T3955",1,3955,2017-09-02,2017-09-01,-1
"P1-T3958",1,3958,2017-08-05,2017-08-04,-1
"P1-T3959",1,3959,2017-08-19,2017-08-27,8
"P1-T3961",1,3961,2017-08-03,2017-08-04,1
"P1-T3960",1,3960,2017-08-09,2017-08-12,3
"P1-T1300",1,1300,2016-02-22,2016-03-01,8
"P1-T1301",1,1301,2016-03-01,2016-03-07,6
"P1-T1302",1,1302,2016-05-16,2016-05-15,-1
"P1-T3965",1,3965,2017-10-03,2017-10-02,-1
"P1-T1303",1,1303,2016-04-16,2016-04-19,3
"P1-T1304",1,1304,2016-05-16,2016-05-15,-1
"P1-T3967",1,3967,2017-10-03,2017-10-02,-1
"P1-T1305",1,1305,2016-02-26,2016-02-29,3
"P1-T3966",1,3966,2017-10-03,2017-10-02,-1
"P1-T2637",1,2637,2017-03-30,2017-04-27,28
"P1-T3969",1,3969,2017-10-03,2017-10-02,-1
"P1-T2638",1,2638,2016-12-20,2016-12-19,-1
"P1-T3968",1,3968,2017-10-01,2017-10-04,3
"P1-T3970",1,3970,2017-08-20,2017-08-21,1
"P1-T3972",1,3972,2017-08-11,2017-08-19,8
"P1-T2641",1,2641,2016-12-12,2016-12-16,4
"P0-T1642",0,1642,2014-03-16,2014-03-15,-1
"P0-T1643",0,1643,2014-02-09,2014-02-08,-1
"P0-T1641",0,1641,2014-05-03,2014-05-02,-1
"P0-T1646",0,1646,2014-03-23,2014-03-25,2
"P0-T2978",0,2978,2014-07-22,2014-07-23,1
"P0-T1644",0,1644,2014-03-12,2014-03-22,10
"P0-T1645",0,1645,2014-03-16,2014-03-15,-1
"P0-T1648",0,1648,2014-04-30,2014-04-29,-1
"P0-T2979",0,2979,2014-07-23,2014-07-25,2
"P0-T1649",0,1649,2014-04-02,2014-04-04,2
"P0-T1650",0,1650,2014-02-09,2014-02-21,12
"P0-T1654",0,1654,2014-02-14,2014-02-15,1
"P0-T1652",0,1652,2014-02-22,2014-03-05,11
"P0-T1655",0,1655,2014-02-26,2014-02-27,1
"P0-T1656",0,1656,2014-08-18,2014-08-17,-1
"P0-T2955",0,2955,2014-07-23,2014-08-09,17
"P0-T1625",0,1625,2014-07-12,2014-07-15,3
"P0-T2956",0,2956,2014-07-21,2014-07-25,4
"P0-T1623",0,1623,2014-02-23,2014-02-22,-1
"P0-T2959",0,2959,2014-07-21,2014-07-27,6
"P0-T2957",0,2957,2014-08-17,2014-08-20,3
"P0-T2958",0,2958,2015-03-01,2015-03-02,1
"P0-T2960",0,2960,2014-07-21,2014-07-28,7
"P0-T1635",0,1635,2014-02-15,2014-02-14,-1
"P0-T2966",0,2966,2014-07-23,2014-07-25,2
"P0-T2967",0,2967,2014-08-03,2014-08-20,17
"P0-T1633",0,1633,2014-03-02,2014-03-03,1
"P0-T1634",0,1634,2014-02-21,2014-02-24,3
"P0-T1638",0,1638,2014-06-24,2014-06-23,-1
"P0-T1687",0,1687,2014-02-23,2014-02-22,-1
"P0-T1698",0,1698,2014-02-28,2014-02-27,-1
"P0-T1696",0,1696,2014-10-24,2014-12-28,65
"P0-T1699",0,1699,2014-03-19,2014-03-18,-1
"P0-T2995",0,2995,2014-07-24,2014-07-25,1
"P1-T1281",1,1281,2016-02-15,2016-02-20,5
"P1-T1282",1,1282,2016-03-08,2016-04-17,40
"P1-T1289",1,1289,2016-03-02,2016-03-05,3
"P1-T1291",1,1291,2016-02-18,2016-02-23,5
"P1-T1292",1,1292,2016-03-11,2016-04-20,40
"P1-T1293",1,1293,2016-02-18,2016-02-25,7
"P1-T1295",1,1295,2016-03-05,2016-03-04,-1
"P1-T1296",1,1296,2016-03-05,2016-03-04,-1
"P1-T1297",1,1297,2016-02-26,2016-03-07,10
"P1-T1298",1,1298,2016-02-24,2016-03-01,6
"P1-T1299",1,1299,2016-03-03,2016-03-05,2
"P1-T702",1,702,2015-10-07,2015-10-06,-1
"P1-T701",1,701,2015-10-17,2015-10-27,10
"P1-T703",1,703,2015-11-04,2015-11-03,-1
"P0-T2939",0,2939,2014-08-06,2014-08-05,-1
"P0-T2933",0,2933,2014-08-06,2014-08-05,-1
"P0-T2934",0,2934,2014-07-27,2014-08-04,8
"P0-T2937",0,2937,2014-07-27,2014-08-04,8
"P0-T2938",0,2938,2014-07-29,2014-08-08,10
"P0-T2935",0,2935,2014-07-31,2014-08-08,8
"P0-T2936",0,2936,2014-07-25,2014-07-27,2
"P1-T711",1,711,2015-10-09,2015-10-10,1
"P1-T713",1,713,2016-03-26,2016-03-25,-1
"P1-T712",1,712,2016-01-22,2016-01-21,-1
"P0-T2940",0,2940,2014-08-06,2014-08-05,-1
"P1-T714",1,714,2015-10-12,2015-10-11,-1
"P0-T2941",0,2941,2014-08-02,2014-08-11,9
"P0-T1613",0,1613,2014-08-04,2014-08-03,-1
"P0-T2942",0,2942,2014-07-23,2014-07-27,4
"P0-T2943",0,2943,2014-09-19,2014-09-18,-1
"P0-T1617",0,1617,2014-03-22,2014-04-15,24
"P0-T2948",0,2948,2014-07-21,2014-07-24,3
"P0-T2949",0,2949,2014-07-21,2014-07-25,4
"P0-T2947",0,2947,2014-07-20,2014-07-22,2
"P1-T735",1,735,2015-10-16,2015-10-18,2
"P1-T734",1,734,2015-10-16,2015-10-17,1
"P1-T737",1,737,2015-10-14,2015-10-15,1
"P1-T736",1,736,2015-10-18,2015-10-20,2
"P1-T3855",1,3855,2017-07-24,2017-09-12,50
"P1-T2525",1,2525,2016-11-06,2016-11-26,20
"P1-T3857",1,3857,2017-07-11,2017-07-12,1
"P1-T2526",1,2526,2016-11-13,2016-11-18,5
"P1-T3856",1,3856,2017-07-11,2017-07-12,1
"P1-T3858",1,3858,2017-08-17,2017-08-16,-1
"P1-T2528",1,2528,2017-03-22,2017-03-21,-1
"P1-T2529",1,2529,2017-02-20,2017-02-19,-1
"P1-T3862",1,3862,2017-07-14,2017-07-18,4
"P1-T643",1,643,2015-09-25,2015-09-29,4
"P1-T1200",1,1200,2016-01-23,2016-01-30,7
"P1-T2531",1,2531,2016-12-09,2016-12-08,-1
"P1-T3861",1,3861,2017-07-23,2017-07-26,3
"P1-T2532",1,2532,2016-11-17,2016-12-16,29
"P1-T3864",1,3864,2017-07-17,2017-07-20,3
"P1-T2533",1,2533,2016-11-14,2016-11-15,1
"P1-T3863",1,3863,2017-07-14,2017-07-16,2
"P1-T3866",1,3866,2017-07-17,2017-07-21,4
"P1-T3865",1,3865,2017-07-17,2017-07-20,3
"P1-T3868",1,3868,2017-07-21,2017-08-02,12
"P1-T2537",1,2537,2016-12-03,2016-12-06,3
"P1-T3867",1,3867,2017-09-09,2017-09-08,-1
"P1-T2538",1,2538,2016-11-27,2016-11-29,2
"P1-T3869",1,3869,2017-07-21,2017-07-20,-1
"P1-T3871",1,3871,2017-07-17,2017-07-16,-1
"P1-T3870",1,3870,2017-07-23,2017-09-24,63
"P1-T3872",1,3872,2017-09-19,2017-09-18,-1
"P1-T3875",1,3875,2017-07-18,2017-07-25,7
"P1-T1213",1,1213,2016-06-03,2016-06-02,-1
"P1-T3874",1,3874,2017-07-18,2017-07-25,7
"P1-T3877",1,3877,2017-07-19,2017-08-11,23
"P1-T3876",1,3876,2017-07-18,2017-07-17,-1
"P1-T3879",1,3879,2017-07-20,2017-07-21,1
"P1-T3878",1,3878,2017-07-21,2017-07-22,1
"P1-T1219",1,1219,2016-01-25,2016-01-24,-1
"P1-T3882",1,3882,2017-07-21,2017-07-22,1
"P1-T3881",1,3881,2017-07-24,2017-07-25,1
"P1-T3884",1,3884,2017-07-24,2017-07-25,1
"P1-T2553",1,2553,2016-11-26,2016-11-29,3
"P1-T3883",1,3883,2017-07-24,2017-07-25,1
"P1-T2554",1,2554,2016-11-20,2016-11-26,6
"P1-T3886",1,3886,2017-07-24,2017-07-27,3
"P1-T2555",1,2555,2016-11-18,2016-11-17,-1
"P1-T3885",1,3885,2017-07-24,2017-07-25,1
"P1-T1225",1,1225,2016-01-29,2016-02-06,8
"P1-T2556",1,2556,2016-11-10,2016-11-09,-1
"P1-T3888",1,3888,2017-07-24,2017-08-02,9
"P1-T3887",1,3887,2017-09-16,2017-11-12,57
"P1-T2557",1,2557,2017-03-27,2017-03-26,-1
"P1-T2558",1,2558,2016-11-13,2016-11-14,1
"P1-T1228",1,1228,2016-03-24,2016-03-23,-1
"P1-T2559",1,2559,2016-11-14,2016-11-23,9
"P1-T656",1,656,2015-09-28,2015-09-29,1
"P1-T655",1,655,2015-09-28,2015-09-30,2
"P1-T657",1,657,2015-10-02,2015-10-01,-1
"P1-T650",1,650,2015-09-30,2015-10-12,12
"P1-T3891",1,3891,2017-07-24,2017-07-25,1
"P1-T1230",1,1230,2016-03-25,2016-03-24,-1
"P1-T652",1,652,2015-09-29,2015-10-02,3
"P1-T1231",1,1231,2016-02-10,2016-02-09,-1
"P1-T651",1,651,2015-09-26,2015-10-01,5
"P1-T2562",1,2562,2016-11-14,2016-11-15,1
"P1-T1232",1,1232,2016-08-04,2016-08-03,-1
"P1-T654",1,654,2015-09-28,2015-10-07,9
"P1-T1233",1,1233,2016-02-06,2016-02-12,6
"P1-T653",1,653,2015-09-28,2015-10-07,9
"P1-T1234",1,1234,2016-05-30,2016-05-29,-1
"P1-T1235",1,1235,2016-02-06,2016-02-12,6
"P1-T1236",1,1236,2016-03-19,2016-03-22,3
"P1-T1237",1,1237,2016-02-07,2016-02-14,7
"P1-T1238",1,1238,2016-03-23,2016-04-12,20
"P1-T1239",1,1239,2016-02-03,2016-02-09,6
"P1-T682",1,682,2015-09-30,2015-12-02,63
"P1-T685",1,685,2015-10-12,2015-10-11,-1
"P1-T2572",1,2572,2017-03-29,2017-03-28,-1
"P1-T1243",1,1243,2016-06-18,2016-06-17,-1
"P1-T687",1,687,2016-01-06,2016-01-05,-1
"P1-T1244",1,1244,2016-06-18,2016-06-17,-1
"P1-T686",1,686,2016-01-10,2016-01-09,-1
"P1-T1245",1,1245,2016-02-11,2016-02-17,6
"P1-T1246",1,1246,2016-02-08,2016-02-10,2
"P1-T2586",1,2586,2016-12-07,2016-12-06,-1
"P1-T2587",1,2587,2017-01-05,2017-01-15,10
"P1-T2588",1,2588,2016-11-24,2016-11-23,-1
"P1-T2589",1,2589,2016-12-06,2017-01-15,40
"P1-T2590",1,2590,2017-07-02,2017-10-01,91
"P1-T2596",1,2596,2016-11-24,2016-11-23,-1
"P1-T2597",1,2597,2016-11-24,2016-12-03,9
"P1-T2598",1,2598,2016-11-28,2016-12-03,5
"P1-T2599",1,2599,2016-12-16,2016-12-20,4
"P1-T3806",1,3806,2017-07-06,2017-07-16,10
"P1-T3805",1,3805,2017-07-16,2017-07-23,7
"P1-T3808",1,3808,2017-07-10,2017-07-09,-1
"P1-T3807",1,3807,2017-07-16,2017-07-15,-1
"P1-T3809",1,3809,2017-09-06,2017-09-05,-1
"P1-T3811",1,3811,2017-07-01,2017-07-02,1
"P1-T3813",1,3813,2017-07-25,2017-07-30,5
"P1-T3817",1,3817,2017-06-30,2017-07-04,4
"P1-T3816",1,3816,2017-07-20,2017-07-31,11
"P1-T3819",1,3819,2017-08-25,2017-08-24,-1
"P1-T3820",1,3820,2017-06-30,2017-07-01,1
"P1-T3824",1,3824,2017-07-04,2017-07-05,1
"P1-T3823",1,3823,2017-09-09,2017-09-08,-1
"P1-T3826",1,3826,2017-07-04,2017-07-06,2
"P1-T3825",1,3825,2017-07-04,2017-07-05,1
"P1-T3828",1,3828,2017-07-14,2017-07-20,6
"P1-T3827",1,3827,2017-07-10,2017-07-20,10
"P1-T3829",1,3829,2017-07-08,2017-07-13,5
"P1-T3831",1,3831,2017-07-12,2017-08-11,30
"P1-T3830",1,3830,2017-09-10,2017-09-09,-1
"P1-T3833",1,3833,2017-07-06,2017-07-08,2
"P1-T3835",1,3835,2017-07-05,2017-07-08,3
"P1-T3834",1,3834,2017-07-07,2017-07-06,-1
"P1-T3837",1,3837,2017-07-09,2017-07-08,-1
"P1-T3836",1,3836,2017-07-07,2017-08-23,47
"P1-T3838",1,3838,2017-07-06,2017-07-07,1
"P1-T3840",1,3840,2017-09-12,2017-09-11,-1
"P1-T3842",1,3842,2017-07-06,2017-07-07,1
"P1-T3841",1,3841,2017-09-12,2017-09-11,-1
"P1-T3844",1,3844,2017-08-01,2017-07-31,-1
"P1-T3843",1,3843,2017-08-13,2017-08-12,-1
"P1-T3845",1,3845,2017-09-12,2017-09-11,-1
"P1-T3848",1,3848,2017-07-07,2017-07-10,3
"P1-T3849",1,3849,2017-07-10,2017-07-12,2
"P1-T2090",1,2090,2016-08-17,2016-08-29,12
"P1-T2091",1,2091,2016-08-17,2016-08-18,1
"P1-T2092",1,2092,2016-09-04,2016-09-03,-1
"P1-T2094",1,2094,2016-08-29,2016-08-28,-1
"P1-T2095",1,2095,2016-08-23,2016-09-02,10
"P1-T2096",1,2096,2016-08-29,2016-08-28,-1
"P1-T2097",1,2097,2016-08-29,2016-08-28,-1
"P1-T2098",1,2098,2016-08-29,2016-08-28,-1
"P1-T2099",1,2099,2016-10-16,2016-10-15,-1
"P0-T1991",0,1991,2014-07-27,2014-07-26,-1
"P0-T1994",0,1994,2014-09-10,2014-09-09,-1
"P0-T1996",0,1996,2014-03-30,2014-03-29,-1
"P0-T1997",0,1997,2013-02-04,2013-02-03,-1
"P0-T1929",0,1929,2014-04-20,2014-07-12,83
"P0-T1927",0,1927,2014-07-04,2014-07-05,1
"P0-T1928",0,1928,2014-05-24,2014-05-23,-1
"P1-T3343",1,3343,2017-05-01,2017-05-02,1
"P0-T1926",0,1926,2014-03-18,2014-03-20,2
"P1-T3347",1,3347,2017-05-26,2017-06-20,25
"P1-T2017",1,2017,2016-08-18,2016-09-06,19
"P0-T1938",0,1938,2014-06-11,2014-06-10,-1
"P1-T2018",1,2018,2016-08-14,2016-08-20,6
"P0-T1939",0,1939,2014-04-12,2014-04-11,-1
"P1-T2019",1,2019,2016-08-16,2016-08-22,6
"P1-T2020",1,2020,2016-08-16,2016-08-15,-1
"P0-T1930",0,1930,2014-03-27,2014-03-26,-1
"P1-T2021",1,2021,2016-08-14,2016-08-23,9
"P0-T1931",0,1931,2014-03-25,2014-03-27,2
"P1-T2022",1,2022,2016-08-07,2016-08-12,5
"P1-T2023",1,2023,2016-08-08,2016-08-09,1
"P0-T1937",0,1937,2014-04-11,2014-04-17,6
"P1-T2030",1,2030,2016-11-04,2016-11-03,-1
"P0-T1900",0,1900,2014-04-10,2014-04-09,-1
"P1-T2031",1,2031,2016-08-10,2016-08-23,13
"P1-T2032",1,2032,2016-08-20,2016-09-01,12
"P1-T2033",1,2033,2016-09-09,2016-09-08,-1
"P1-T2034",1,2034,2016-08-28,2016-09-13,16
"P1-T2035",1,2035,2016-08-22,2016-08-21,-1
"P0-T1901",0,1901,2014-04-10,2014-04-09,-1
"P1-T2036",1,2036,2016-08-22,2016-08-21,-1
"P1-T2037",1,2037,2016-08-18,2016-08-17,-1
"P1-T2038",1,2038,2017-02-25,2017-06-18,113
"P1-T2039",1,2039,2016-08-13,2016-08-15,2
"P0-T1916",0,1916,2014-03-29,2015-01-03,280
"P1-T2040",1,2040,2016-09-10,2016-09-15,5
"P1-T2041",1,2041,2016-09-16,2016-10-04,18
"P1-T2042",1,2042,2016-09-28,2016-09-27,-1
"P1-T2043",1,2043,2016-08-13,2016-08-15,2
"P1-T2044",1,2044,2016-08-15,2016-08-16,1
"P1-T2045",1,2045,2016-08-13,2016-08-14,1
"P1-T2046",1,2046,2016-08-13,2016-08-15,2
"P1-T2047",1,2047,2016-09-07,2016-12-04,88
"P1-T2048",1,2048,2016-12-23,2016-12-22,-1
"P1-T3379",1,3379,2017-05-09,2017-05-08,-1
"P1-T3381",1,3381,2017-05-02,2017-05-03,1
"P1-T3380",1,3380,2017-07-08,2017-07-14,6
"P1-T3383",1,3383,2017-05-02,2017-05-01,-1
"P1-T3382",1,3382,2017-05-02,2017-05-03,1
"P1-T3385",1,3385,2017-07-15,2017-07-14,-1
"P1-T3384",1,3384,2017-05-14,2017-05-13,-1
"P1-T3387",1,3387,2017-05-02,2017-05-03,1
"P1-T3390",1,3390,2017-06-11,2017-06-10,-1
"P0-T1940",0,1940,2014-05-02,2014-05-01,-1
"P0-T1945",0,1945,2014-06-27,2014-06-26,-1
"P0-T1946",0,1946,2014-03-27,2014-03-26,-1
"P1-T2080",1,2080,2016-11-06,2016-11-19,13
"P0-T1950",0,1950,2014-07-26,2014-07-25,-1
"P0-T1955",0,1955,2014-03-25,2014-03-27,2
"P0-T1952",0,1952,2014-04-18,2014-04-17,-1
"P1-T2088",1,2088,2016-08-18,2016-08-25,7
"P0-T1958",0,1958,2014-04-12,2014-04-11,-1
"P0-T1956",0,1956,2014-03-25,2014-03-31,6
"P0-T1957",0,1957,2014-04-02,2014-04-01,-1
"P1-T3301",1,3301,2017-06-12,2017-06-11,-1
"P1-T3300",1,3300,2017-04-27,2017-05-02,5
"P1-T3303",1,3303,2017-04-25,2017-04-26,1
"P1-T3302",1,3302,2017-04-25,2017-04-26,1
"P1-T3305",1,3305,2017-05-19,2017-10-17,151
"P1-T3304",1,3304,2017-04-25,2017-04-28,3
"P1-T3307",1,3307,2017-04-26,2017-04-28,2
"P1-T3306",1,3306,2017-04-28,2017-05-09,11
"P1-T3309",1,3309,2017-04-26,2017-04-27,1
"P1-T3308",1,3308,2017-05-04,2017-05-09,5
"P1-T3310",1,3310,2017-04-30,2017-04-29,-1
"P1-T3312",1,3312,2017-04-27,2017-04-28,1
"P1-T3311",1,3311,2017-04-26,2017-04-25,-1
"P1-T3316",1,3316,2017-05-01,2017-05-02,1
"P1-T3315",1,3315,2017-05-03,2017-05-04,1
"P1-T3318",1,3318,2017-05-04,2017-05-05,1
"P1-T3317",1,3317,2017-04-28,2017-04-29,1
"P1-T3319",1,3319,2017-04-28,2017-04-27,-1
"P1-T3321",1,3321,2017-06-09,2017-06-08,-1
"P1-T3320",1,3320,2017-05-04,2017-05-03,-1
"P1-T3323",1,3323,2017-04-30,2017-05-02,2
"P1-T3322",1,3322,2017-05-12,2017-05-11,-1
"P1-T3325",1,3325,2017-06-09,2017-06-08,-1
"P1-T3324",1,3324,2017-04-28,2017-04-27,-1
"P1-T3327",1,3327,2017-04-29,2017-04-30,1
"P1-T3326",1,3326,2017-04-28,2017-04-29,1
"P1-T3329",1,3329,2017-05-01,2017-05-02,1
"P1-T3330",1,3330,2017-05-01,2017-05-07,6
"P1-T3331",1,3331,2017-05-15,2017-05-18,3
"P0-T1888",0,1888,2014-06-20,2014-06-19,-1
"P0-T1889",0,1889,2013-07-17,2013-07-16,-1
"P0-T1890",0,1890,2014-06-30,2014-07-01,1
"P0-T1895",0,1895,2014-04-10,2014-04-09,-1
"P0-T1896",0,1896,2014-04-16,2014-04-15,-1
"P0-T1899",0,1899,2014-04-10,2014-04-09,-1
"P0-T1897",0,1897,2014-04-10,2014-04-09,-1
"P0-T1898",0,1898,2014-04-10,2014-04-09,-1
"P0-T1862",0,1862,2014-03-12,2014-03-11,-1
"P0-T1863",0,1863,2014-03-10,2014-03-09,-1
"P0-T1860",0,1860,2012-04-25,2012-04-24,-1
"P0-T1861",0,1861,2014-03-12,2014-03-11,-1
"P0-T1866",0,1866,2014-03-13,2014-03-23,10
"P0-T1864",0,1864,2014-03-12,2014-03-11,-1
"P0-T1865",0,1865,2014-07-14,2014-07-13,-1
"P0-T1871",0,1871,2014-09-08,2014-09-07,-1
"P1-T3215",1,3215,2017-03-29,2017-03-30,1
"P0-T1808",0,1808,2014-03-07,2014-03-06,-1
"P1-T3214",1,3214,2017-03-28,2017-04-01,4
"P1-T3217",1,3217,2017-03-29,2017-04-20,22
"P0-T1806",0,1806,2014-03-01,2014-03-10,9
"P1-T3216",1,3216,2017-03-29,2017-03-30,1
"P1-T3219",1,3219,2017-03-30,2017-03-29,-1
"P1-T3218",1,3218,2017-06-04,2017-06-03,-1
"P0-T1800",0,1800,2014-08-31,2014-08-30,-1
"P1-T3220",1,3220,2017-04-01,2017-03-31,-1
"P1-T3222",1,3222,2017-04-16,2017-05-22,36
"P0-T1804",0,1804,2014-03-02,2014-03-01,-1
"P1-T3221",1,3221,2017-03-30,2017-04-01,2
"P1-T3224",1,3224,2017-06-04,2017-06-03,-1
"P1-T3223",1,3223,2017-04-04,2017-04-05,1
"P0-T1803",0,1803,2014-03-10,2014-03-09,-1
"P1-T3226",1,3226,2017-04-03,2017-04-04,1
"P1-T3225",1,3225,2017-04-25,2017-04-29,4
"P1-T3228",1,3228,2017-04-03,2017-04-04,1
"P1-T3227",1,3227,2017-04-03,2017-04-04,1
"P1-T3229",1,3229,2017-04-07,2017-04-09,2
"P1-T3231",1,3231,2017-04-03,2017-04-04,1
"P1-T3230",1,3230,2017-04-03,2017-04-04,1
"P1-T3233",1,3233,2017-04-04,2017-04-06,2
"P1-T3232",1,3232,2017-04-04,2017-04-05,1
"P1-T3235",1,3235,2017-04-04,2017-04-05,1
"P1-T3234",1,3234,2017-04-04,2017-04-28,24
"P1-T3237",1,3237,2017-04-04,2017-04-05,1
"P1-T3236",1,3236,2017-04-04,2017-04-08,4
"P1-T3239",1,3239,2017-04-04,2017-04-05,1
"P1-T3238",1,3238,2017-04-10,2017-04-12,2
"P1-T3240",1,3240,2017-04-06,2017-04-07,1
"P1-T3242",1,3242,2017-04-05,2017-04-06,1
"P1-T3241",1,3241,2017-04-12,2017-04-21,9
"P1-T3244",1,3244,2017-04-11,2017-04-18,7
"P1-T3243",1,3243,2017-04-05,2017-04-06,1
"P1-T3246",1,3246,2017-04-05,2017-04-06,1
"P1-T3245",1,3245,2017-07-08,2017-07-07,-1
"P1-T3248",1,3248,2017-04-05,2017-04-06,1
"P1-T3247",1,3247,2017-04-05,2017-04-14,9
"P1-T3249",1,3249,2017-04-06,2017-04-08,2
"P1-T3251",1,3251,2017-04-06,2017-04-07,1
"P1-T3250",1,3250,2017-04-14,2017-04-19,5
"P1-T3253",1,3253,2017-11-16,2017-11-17,1
"P1-T3252",1,3252,2017-04-06,2017-04-07,1
"P1-T3255",1,3255,2017-04-15,2017-04-14,-1
"P1-T3254",1,3254,2017-04-11,2017-04-22,11
"P1-T3257",1,3257,2017-04-10,2017-04-09,-1
"P1-T3256",1,3256,2017-04-10,2017-04-09,-1
"P1-T3259",1,3259,2017-04-10,2017-04-17,7
"P1-T3258",1,3258,2017-04-10,2017-04-09,-1
"P0-T1841",0,1841,2014-03-08,2014-03-07,-1
"P1-T3260",1,3260,2017-04-16,2017-04-21,5
"P1-T3262",1,3262,2017-06-11,2017-06-10,-1
"P0-T1844",0,1844,2014-03-08,2014-03-07,-1
"P1-T3261",1,3261,2017-04-10,2017-04-09,-1
"P0-T1845",0,1845,2014-03-09,2014-03-08,-1
"P1-T3264",1,3264,2017-04-10,2017-04-11,1
"P0-T1842",0,1842,2014-09-16,2014-09-22,6
"P1-T3263",1,3263,2017-04-10,2017-04-09,-1
"P1-T3266",1,3266,2017-04-13,2017-04-17,4
"P0-T1848",0,1848,2014-03-11,2014-03-10,-1
"P1-T3265",1,3265,2017-04-10,2017-04-09,-1
"P0-T1849",0,1849,2014-05-08,2014-05-07,-1
"P1-T3268",1,3268,2017-04-11,2017-04-23,12
"P0-T1846",0,1846,2014-03-11,2014-03-10,-1
"P1-T3267",1,3267,2017-04-11,2017-04-16,5
"P0-T1847",0,1847,2014-04-06,2014-04-22,16
"P1-T3269",1,3269,2017-04-24,2017-04-28,4
"P0-T1852",0,1852,2014-03-11,2014-03-10,-1
"P1-T3271",1,3271,2017-06-07,2017-06-10,3
"P1-T3270",1,3270,2017-04-18,2017-06-29,72
"P0-T1855",0,1855,2014-03-12,2014-03-11,-1
"P1-T3273",1,3273,2017-07-13,2017-07-12,-1
"P0-T1856",0,1856,2014-02-18,2014-02-17,-1
"P1-T3272",1,3272,2017-07-13,2017-07-12,-1
"P1-T3275",1,3275,2017-05-01,2017-05-02,1
"P0-T1853",0,1853,2014-03-06,2014-03-05,-1
"P1-T3274",1,3274,2017-04-12,2017-04-23,11
"P1-T3277",1,3277,2017-04-17,2017-04-19,2
"P0-T1859",0,1859,2014-03-01,2014-02-28,-1
"P1-T3276",1,3276,2017-07-14,2017-07-13,-1
"P1-T3279",1,3279,2017-06-03,2017-06-02,-1
"P0-T1857",0,1857,2014-02-18,2014-02-17,-1
"P1-T3278",1,3278,2017-04-22,2017-04-26,4
"P0-T1858",0,1858,2014-02-18,2014-02-17,-1
"P0-T1828",0,1828,2014-03-13,2014-03-12,-1
"P1-T3280",1,3280,2017-04-20,2017-04-21,1
"P1-T3282",1,3282,2017-07-18,2017-07-17,-1
"P1-T3281",1,3281,2017-04-20,2017-04-21,1
"P1-T3284",1,3284,2017-04-21,2017-04-22,1
"P0-T1822",0,1822,2014-03-02,2014-03-01,-1
"P1-T3283",1,3283,2017-04-19,2017-04-20,1
"P1-T3286",1,3286,2017-04-23,2017-04-22,-1
"P1-T3285",1,3285,2017-10-24,2017-10-23,-1
"P1-T3288",1,3288,2017-04-24,2017-04-25,1
"P0-T1826",0,1826,2014-06-13,2014-06-12,-1
"P1-T3287",1,3287,2017-05-06,2017-05-16,10
"P0-T1827",0,1827,2014-03-31,2014-03-30,-1
"P1-T3289",1,3289,2017-04-24,2017-04-25,1
"P0-T1825",0,1825,2014-03-18,2014-03-17,-1
